scene,platform_id,time,subswath,burst,lat,lon,dist_km,inc_deg,v_los_drift,method,v_los_pipe,residual
scene24,1401746,2025-04-28 17:00:00,iw1,3,-36.67088,26.055573,1.6126606253425333,34.265987396240234,0.4798143893887799,ocn_dc_geom,-0.4640921354293823,-0.9439065248181622
scene24,1401746,2025-04-28 17:00:00,iw1,3,-36.67088,26.055573,1.6126606253425333,34.265987396240234,0.4798143893887799,ocn_dc_stokes,-0.4455729704350233,-0.9253873598238032
scene24,1401746,2025-04-28 17:00:00,iw1,3,-36.67088,26.055573,1.6126606253425333,34.265987396240234,0.4798143893887799,ocn_dc_mouche,-0.4740375876426697,-0.9538519770314495
scene24,1401746,2025-04-28 17:00:00,iw1,3,-36.67088,26.055573,1.6126606253425333,34.265987396240234,0.4798143893887799,ocn_dc_full,-0.24019092321395874,-0.7200053126027386
scene28,4804006,2025-05-12 17:00:00,iw3,8,-33.12698,30.471039,0.9175676480938394,42.50108337402344,0.3692431808300606,ocn_dc_geom,0.3726794719696045,0.003436291139543912
scene28,4804006,2025-05-12 17:00:00,iw3,8,-33.12698,30.471039,0.9175676480938394,42.50108337402344,0.3692431808300606,ocn_dc_stokes,0.2982228696346283,-0.07102031119543228
scene28,4804006,2025-05-12 17:00:00,iw3,8,-33.12698,30.471039,0.9175676480938394,42.50108337402344,0.3692431808300606,ocn_dc_mouche,0.02198675274848938,-0.3472564280815712
scene28,4804006,2025-05-12 17:00:00,iw3,8,-33.12698,30.471039,0.9175676480938394,42.50108337402344,0.3692431808300606,ocn_dc_full,0.09314712882041931,-0.27609605200964127
scene29,4804006,2025-05-19 17:00:00,iw1,4,-33.80972,31.264053,0.4688220174589889,34.46918869018555,-0.0465913172934901,ocn_dc_geom,-0.7686055302619934,-0.7220142129685033
scene29,4804006,2025-05-19 17:00:00,iw1,4,-33.80972,31.264053,0.4688220174589889,34.46918869018555,-0.0465913172934901,ocn_dc_stokes,-0.7248651310801506,-0.6782738137866605
scene29,4804006,2025-05-19 17:00:00,iw1,4,-33.80972,31.264053,0.4688220174589889,34.46918869018555,-0.0465913172934901,ocn_dc_mouche,-0.6025031134486198,-0.5559117961551298
scene29,4804006,2025-05-19 17:00:00,iw1,4,-33.80972,31.264053,0.4688220174589889,34.46918869018555,-0.0465913172934901,ocn_dc_full,-0.36879395693540573,-0.32220263964191564
scene3,1801812,2026-02-10 17:00:00,iw3,4,-35.039,26.966,0.8393099808739286,42.10560607910156,-0.3367452427300192,ocn_dc_geom,-0.3212597966194153,0.015485446110603929
scene3,1801812,2026-02-10 17:00:00,iw3,4,-35.039,26.966,0.8393099808739286,42.10560607910156,-0.3367452427300192,ocn_dc_stokes,-0.29023305140435696,0.046512191325662255
scene3,1801812,2026-02-10 17:00:00,iw3,4,-35.039,26.966,0.8393099808739286,42.10560607910156,-0.3367452427300192,ocn_dc_mouche,-0.12112741731107235,0.21561782541894686
scene3,1801812,2026-02-10 17:00:00,iw3,4,-35.039,26.966,0.8393099808739286,42.10560607910156,-0.3367452427300192,ocn_dc_full,-0.046185022220015526,0.2905602205100037
scene30,4804006,2025-05-24 17:00:00,iw3,1,-34.12787,31.393433,1.246250882959282,45.146297454833984,0.0038334688081918,ocn_dc_geom,-0.3190118670463562,-0.322845335854548
scene30,4804006,2025-05-24 17:00:00,iw3,1,-34.12787,31.393433,1.246250882959282,45.146297454833984,0.0038334688081918,ocn_dc_stokes,-0.3184194377390668,-0.3222529065472586
scene30,4804006,2025-05-24 17:00:00,iw3,1,-34.12787,31.393433,1.246250882959282,45.146297454833984,0.0038334688081918,ocn_dc_mouche,-0.169451471301727,-0.1732849401099188
scene30,4804006,2025-05-24 17:00:00,iw3,1,-34.12787,31.393433,1.246250882959282,45.146297454833984,0.0038334688081918,ocn_dc_full,-0.07242988410871476,-0.07626335291690656
